TAZ,HH15,HHSIZE15
1275,117,2.735042735
1236,156,3.557692308
2201,12,3.25
2228,37,4.405405405
1235,276,1.34057971
1287,303,2.699669967
1290,366,3.090163934
1364,84,5.511904762
1289,38,5.815789474
1285,79,2.329113924
1240,235,2.778723404
1284,276,3.152173913
1292,5,4.6
1291,8,3.375
2200,11,2.545454545
1228,3,3
2199,54,3.481481481
1294,32,3.375
2223,4,3.25
1245,291,3.95532646
1760,47,3.085106383
1293,319,3.815047022
1244,25,3.24
1286,352,2.778409091
1767,196,2.658163265
1745,155,4.529032258
1744,2,5.5
1127,252,4.78968254
1279,387,2.720930233
1277,199,3.48241206
1278,402,2.930348259
1369,147,4.197278912
1288,89,4.426966292
1227,245,2.726530612
1298,501,2.862275449
1306,10,1.8
1315,192,3.010416667
1299,210,3.185714286
1828,618,3.669902913
1830,4,2.75
2190,523,3.921606119
1134,389,2.964010283
1295,12,2.583333333
556,117,2.871794872
2233,19,2.368421053
2120,35,2.485714286
582,257,3.910505837
597,206,3.383495146
555,126,3.079365079
1488,39,2.487179487
596,22,2.772727273
581,135,3.725925926
557,62,2.806451613
2115,87,3.068965517
553,126,3.253968254
281,270,3.703703704
2112,17,2.941176471
1486,24,3.25
551,56,2.696428571
1485,0,0
1487,16,3.3125
552,135,3.022222222
1330,50,3.42
545,66,4.439393939
604,89,3.292134831
544,26,5.384615385
1356,78,5.269230769
295,112,3.776785714
550,473,3.315010571
554,2,3
532,132,3.560606061
1516,818,4.987775061
600,1070,4.205607477
533,70,4.328571429
1810,170,4.947058824
256,26,5.846153846
534,148,2.824324324
1331,65,2.769230769
1333,17,5.411764706
605,94,4.074468085
521,49,2.346938776
2122,458,4.451965066
2124,936,4.125
612,40,5.35
524,187,3.245989305
1337,45,3.422222222
1126,139,3.215827338
1332,60,3.666666667
608,43,3.674418605
609,23,4.782608696
1335,519,5.028901734
1554,67,3.313432836
606,59,3.796610169
1336,241,4.863070539
523,83,3.13253012
1334,120,4.433333333
614,1023,3.207233627
1128,504,4.152777778
2123,261,4.011494253
548,354,4.793785311
1517,320,2.459375
1460,476,3.115546218
1518,692,2.315028902
1349,562,3.804270463
547,1636,2.14608802
1769,638,2.388714734
1770,208,4.557692308
542,2294,3.057977332
1461,234,2.111111111
549,0,0
1790,373,2.479892761
1347,12,4.666666667
1346,611,3.659574468
519,282,3.411347518
423,383,3.44386423
1503,0,0
520,6,2.5
1504,0,0
540,617,2.802269044
539,126,3.198412698
538,0,0
1806,282,3.992907801
529,482,1.70746888
516,1827,2.110563766
350,1317,2.276385725
517,1390,4.191366906
528,855,1.861988304
513,1224,2.673202614
518,288,3.805555556
530,714,3.156862745
1509,607,3.105436573
498,223,3.470852018
1775,490,5.710204082
318,4,3.25
531,425,3.324705882
1805,168,2.863095238
527,552,2.375
537,300,3.236666667
1513,242,3.289256198
1514,566,5.657243816
283,525,2.859047619
526,1438,2.328929068
515,265,2.211320755
514,358,2.410614525
1512,562,2.645907473
1979,180,2.472222222
1654,234,2.397435897
1978,221,2.488687783
491,304,2.930921053
1653,403,2.637717122
1515,614,4.13029316
1989,252,3.837301587
495,342,3.543859649
265,611,2.494271686
490,131,2.427480916
511,341,1.985337243
510,135,2.281481481
493,257,2.564202335
1506,0,0
1510,304,3.884868421
481,0,0
1507,0,0
1511,836,4.090909091
1686,840,1.93452381
1508,62,2.935483871
1804,404,3.574257426
87,145,2.834482759
1477,826,2.755447942
1480,6,3.833333333
169,1435,1.89825784
168,1306,2.368300153
183,653,2.215926493
1604,934,2.24732334
1809,179,3.100558659
562,58,2.362068966
928,81,2.049382716
10,383,2.38381201
1097,1866,2.285101822
1754,600,2.585
9,219,1.863013699
1096,73,2.630136986
6,733,1.877216917
2103,337,2.029673591
5,234,2.047008547
1823,2408,3.02076412
576,977,2.078812692
1753,472,1.98940678
1108,4,3.5
850,308,2.655844156
2231,13,2.615384615
446,67,2.432835821
1112,59,2.491525424
1114,194,2.268041237
852,384,4.4375
2028,131,2.938931298
2020,87,2.862068966
855,82,4.804878049
2226,69,2.173913043
2029,47,1.893617021
2025,210,3
1039,244,3.233606557
1703,69,3.057971014
1361,103,2.533980583
2019,57,3.157894737
1359,38,2.631578947
1040,444,3.105855856
1044,982,2.923625255
1710,734,3.164850136
1064,1622,2.781134402
1041,1059,3.101038716
1042,714,2.708683473
470,1500,2.323333333
1047,1740,3.925862069
1,668,3.131736527
179,368,3.078804348
178,2558,2.844800625
14,84,2.107142857
1588,470,2.431914894
1048,2241,2.434181169
151,1456,2.32967033
1055,1401,2.334760885
2070,256,2.203125
2071,346,2.413294798
2073,295,3
2086,189,2.851851852
2022,58,2.655172414
2005,81,2.925925926
2065,50,4.14
2083,29,2.620689655
2063,82,2.731707317
2002,61,2.754098361
2004,57,3.210526316
2227,35,3.057142857
2052,88,3.227272727
2053,345,2.67826087
2049,44,3.613636364
2100,11,2.363636364
2095,380,2.105263158
2097,17,2
2092,454,2.647577093
2048,510,3.003921569
2061,4,1
2043,34,2.764705882
2091,2,2
2046,382,2.767015707
2047,184,2.472826087
2044,2,2.5
2036,66,2.060606061
2037,79,2.278481013
2031,245,2.963265306
2039,94,2.14893617
2042,13,2.384615385
2040,36,2.055555556
2041,29,3.551724138
2038,119,2.596638655
2030,116,2.293103448
2057,221,2.294117647
2225,80,3.2375
2027,182,2.521978022
2069,210,2.871428571
2003,775,3.046451613
2045,104,2.644230769
2229,271,3.084870849
2023,126,2.507936508
2089,453,2.284768212
2075,223,2.865470852
2074,32,2.5
2064,286,2.748251748
2033,322,2.270186335
2024,89,2.471910112
2021,96,2.4375
2018,100,2.75
2017,15,4.466666667
2016,39,4.076923077
2015,40,4.425
2026,141,2.319148936
2384,0,0
2385,0,0
2386,0,0
2387,0,0
2096,256,1.45703125
2102,727,2.129298487
2087,466,2.229613734
2062,27,3.407407407
2055,21,3.619047619
2054,78,3.423076923
2050,15,2.266666667
2098,49,2.428571429
2072,177,5.440677966
2034,246,2.394308943
2032,140,2.664285714
2058,397,2.329974811
1629,787,4.598475222
208,223,4.112107623
207,272,4.9375
228,10,3.6
226,113,3.017699115
227,524,3.484732824
1582,508,3.478346457
1628,3,3.333333333
1341,4,2.5
560,245,3.469387755
625,205,4.536585366
1779,0,0
1483,176,3.011363636
1795,0,0
1455,148,4.675675676
1841,2,3
563,70,3.142857143
401,559,5.093023256
1759,25,2.56
304,3,2.666666667
1338,553,2.978300181
1339,0,0
400,635,4.565354331
270,6,3.833333333
1340,2,3
501,5,2.8
447,187,2.748663102
399,79,3.64556962
244,0,0
1752,64,3.078125
243,3,1.666666667
500,809,5.212608158
269,468,5.10042735
302,1661,4.031306442
1885,315,4.228571429
303,1005,4.155223881
1525,7,1.857142857
1780,0,0
2382,0,0
2380,0,0
2379,0,0
2056,14,3.571428571
2067,342,2.365497076
2068,43,2.302325581
2093,503,2.389662028
611,86,3.279069767
2114,35,3.885714286
1886,40,3.725
211,23,2.434782609
268,151,3.311258278
255,429,2.832167832
1781,290,5.193103448
1580,69,2.652173913
225,189,4.412698413
1581,10,3.4
205,269,1.646840149
2000,2,2
1471,905,2.508287293
222,1180,2.144067797
1888,213,2.821596244
224,363,2.721763085
1731,360,2.477777778
1998,338,1.455621302
1734,184,2.125
242,723,2.499308437
1454,1525,2.624262295
241,1049,3.046711153
1677,32,3.375
223,700,2.807142857
1733,113,2.274336283
1783,0,0
206,1433,2.149337055
1887,231,2.406926407
1782,0,0
1470,0,0
2340,0,0
2345,0,0
2343,0,0
2344,0,0
2342,0,0
2341,0,0
39,910,2.442857143
274,594,2.156565657
1697,1061,1.643732328
1577,1626,1.485239852
1599,0,0
287,1036,1.597490347
275,580,2.137931034
258,324,2.117283951
286,22,2.181818182
285,218,2.568807339
317,576,1.791666667
261,930,1.791397849
276,1063,1.952963311
288,187,1.326203209
1561,745,2.232214765
1676,102,1.431372549
262,266,2.067669173
1634,824,3.154126214
1675,385,2.348051948
277,1162,1.7383821
235,928,3.310344828
237,1165,2.671244635
238,376,3.968085106
234,406,2.977832512
249,1767,2.711375212
1673,218,4.45412844
1672,190,5.610526316
592,517,2.789168279
1684,1304,3.30291411
250,920,2.492391304
1674,1063,1.968015052
1466,553,2.216998192
2371,0,0
2373,0,0
667,104,2.240384615
1077,310,1.935483871
673,240,2.170833333
756,174,2.557471264
2374,0,0
750,847,2.316410862
305,52,3
278,48,2.895833333
306,28,2.142857143
752,6,5.166666667
751,47,1.531914894
732,510,2.378431373
2140,38,2.026315789
694,50,2.44
745,32,3.28125
758,46,2.086956522
759,11,2.909090909
2372,0,0
1083,46,1.913043478
688,135,2.392592593
760,95,2.326315789
749,41,2.390243902
2137,93,2.258064516
2184,113,2.088495575
1076,44,1.886363636
668,232,2.573275862
2134,109,2.651376147
674,238,2.088235294
678,249,1.730923695
1082,319,1.833855799
1078,125,1.408
757,1262,2.038034865
1324,313,1.696485623
681,6,2.333333333
679,10,1.7
588,13,2.076923077
1084,39,2.846153846
2221,35,1.857142857
744,27,2.814814815
743,59,3.694915254
2116,184,2.858695652
691,13,3
690,9,1.777777778
2145,12,3.666666667
845,262,3.41221374
680,96,2.125
825,50,3.66
2138,49,2.489795918
693,165,2.327272727
2375,0,0
2376,0,0
2377,0,0
2378,0,0
769,102,2.558823529
770,86,1.848837209
832,560,3.908928571
589,1413,3.011323425
819,332,3.515060241
590,704,3.713068182
815,129,4.325581395
419,161,3.385093168
1838,422,3.476303318
299,361,3.986149584
2117,528,3.678030303
1089,326,5.150306748
2152,244,3.31147541
1093,370,4.57027027
583,366,3.325136612
826,372,2.290322581
827,101,2.554455446
1749,712,5.240168539
1748,457,5.20131291
816,482,2.421161826
1690,216,3.768518519
2217,142,4.056338028
824,24,3.041666667
844,65,2.707692308
841,105,4.076190476
1689,0,0
792,52,2.846153846
2150,13,2.846153846
793,136,3.904411765
1090,134,2.955223881
1091,77,3.415584416
814,33,1.696969697
1746,5,2.6
591,79,2.886075949
494,201,3.36318408
324,458,3.102620087
1688,0,0
1252,333,2.081081081
1251,136,2.139705882
1765,8,2.375
1766,26,2.961538462
1747,2,2
842,123,4.016260163
1092,32,2.96875
2118,390,4.174358974
829,353,2.458923513
1325,0,0
806,0,0
828,221,2.520361991
2141,0,0
1691,52,2.846153846
348,0,0
734,105,2.723809524
1328,3,3.333333333
733,20,1.4
833,157,3.987261146
834,20,3.55
843,111,2.441441441
835,61,1.885245902
724,1406,2.684210526
721,111,2.18018018
836,178,2.640449438
762,370,3.013513514
837,182,3.038461538
795,33,1.818181818
823,169,3.035502959
1494,221,3.253393665
838,809,1.547589617
1664,641,2.831513261
700,0,0
840,271,2.904059041
839,53,2.377358491
706,54,2.907407407
704,14,1.928571429
719,10,1.9
716,85,2.658823529
913,0,0
702,199,2.190954774
701,0,0
703,0,0
712,110,1.154545455
711,0,0
714,431,1.56612529
715,44,1.840909091
912,18,1.5
909,0,0
908,6,1.333333333
910,1,1
710,16,1.0625
713,0,0
1692,4,4
709,44,2.045454545
1663,323,1.414860681
587,0,0
708,282,2.471631206
728,1136,2.580985915
723,111,1.684684685
727,250,2.132
1815,16,3.9375
726,3,2.666666667
895,0,0
1827,17,3.294117647
896,2,3.5
897,0,0
893,197,4.289340102
900,3,4
730,629,1.422893482
773,159,4.603773585
898,0,0
892,0,0
902,46,2.391304348
731,754,1.904509284
799,242,2.338842975
1493,1176,1.909863946
783,489,1.390593047
787,86,2.290697674
798,39,3.692307692
797,134,2.955223881
914,146,2.315068493
1254,80,2.5375
917,41,1.56097561
916,176,2.028409091
718,10,2.8
774,0,0
725,0,0
722,0,0
894,0,0
899,0,0
901,0,0
903,139,2.467625899
905,67,2.686567164
1502,7,1
919,0,0
904,0,0
906,0,0
911,27,2.185185185
771,53,1.622641509
2362,0,0
1329,394,2.64213198
579,26,1.307692308
808,237,2.092827004
809,241,4.394190871
580,2,2.5
1742,340,2.8
584,410,3.185365854
804,319,3.156739812
1837,24,2.208333333
1768,308,4.012987013
1086,0,0
1418,85,4.505882353
1417,135,4.488888889
807,0,0
1085,71,1.436619718
1043,0,0
822,50,4.48
818,1044,2.866858238
1327,77,5.337662338
585,13,4.923076923
1566,165,2.357575758
546,320,2.240625
1567,344,3.043604651
1791,5,1
91,15,3.066666667
2367,0,0
2364,0,0
2365,0,0
1250,8,3.25
2366,0,0
1249,1,3
2363,0,0
1246,208,2.971153846
1274,1,3
1305,190,2.273684211
1270,61,2.016393443
1262,157,3.089171975
1248,57,3.245614035
2360,0,0
2361,0,0
1271,239,2.556485356
1273,80,2.4125
1261,107,2.626168224
1272,20,2.2
2359,0,0
2358,0,0
1307,79,2.721518987
1300,47,3.361702128
1243,235,3.055319149
1301,34,2.029411765
1260,74,3.108108108
1256,109,2.990825688
1259,42,2.142857143
1302,48,3
1309,166,2.469879518
1308,104,2.423076923
1268,90,2.633333333
1269,51,2.196078431
1280,266,2.736842105
2206,71,2.211267606
1267,124,2.516129032
397,643,2.646967341
1544,548,4.052919708
429,186,2.215053763
1552,160,2.95
428,0,0
308,12,2.083333333
264,218,3.160550459
1977,0,0
1545,93,3.666666667
1546,145,3.062068966
1776,830,2.995180723
396,712,3.731741573
424,127,2.196850394
425,460,2.956521739
610,145,2.710344828
445,16,2.5625
300,450,3.155555556
1777,461,1.724511931
267,1,1
368,553,2.146473779
369,25,2.12
402,0,0
436,0,0
370,1152,1.826388889
371,767,1.530638853
1883,35,2.742857143
1881,148,2.533783784
1880,2,3
353,539,2.621521336
352,869,2.338319908
340,379,2.350923483
354,547,2.544789762
1573,531,2.062146893
357,323,1.430340557
1623,578,2.041522491
1882,158,2.594936709
1884,183,2.25136612
1622,772,1.874352332
1624,498,1.447791165
1409,34,1.941176471
1410,221,1.692307692
1963,545,3.218348624
327,148,2.445945946
328,295,2.362711864
1725,137,2.01459854
1681,19,1.526315789
316,415,1.910843373
325,315,2.165079365
1724,513,1.615984405
344,0,0
330,239,1.531380753
329,460,1.904347826
331,1380,1.497826087
346,847,2.432113341
1969,331,1.694864048
1968,0,0
1682,337,1.84272997
1988,65,1.384615385
1987,100,1.69
289,680,1.466176471
284,642,2.394080997
361,414,1.671497585
1727,581,1.746987952
1966,299,1.595317726
319,724,1.727900552
1559,633,1.55450237
1558,1410,1.531205674
347,455,1.923076923
290,590,1.877966102
1711,227,1.828193833
1967,152,1.677631579
1825,0,0
1560,294,2.659863946
1996,153,1.359477124
1648,390,3.882051282
1647,1223,3.148814391
1997,222,3.626126126
1633,700,2.274285714
1326,0,0
811,412,2.59223301
1087,36,1.527777778
1441,260,3.476923077
1716,133,2.804511278
1877,136,2.191176471
1539,159,2.761006289
1563,922,1.971800434
1442,181,2.861878453
1715,12,1.333333333
442,3768,2.915339703
1879,254,1.366141732
443,1119,3.63538874
1440,76,2.894736842
420,191,2.460732984
1543,167,3.221556886
1714,110,2.745454545
1444,116,1.422413793
1547,86,3.860465116
601,2,3.5
1439,171,2.918128655
411,40,4.575
1436,13,2.615384615
1437,181,2.784530387
1542,111,2.873873874
418,363,2.41322314
412,110,2.918181818
1548,8,3.25
1976,19,1.263157895
1522,126,3.047619048
1443,51,2.647058824
416,74,2.743243243
415,159,1.905660377
1523,304,2.838815789
1643,152,2.407894737
1550,188,2.808510638
1645,90,2.088888889
1644,100,3.18
1551,77,3.103896104
1549,85,2.741176471
1446,107,3.794392523
413,207,2.913043478
1411,385,2.342857143
417,338,2.286982249
1435,22,2.5
1445,128,2.25
414,194,2.128865979
1524,107,2.485981308
388,98,2.285714286
392,259,2.312741313
1898,0,0
384,0,0
377,0,0
385,0,0
391,171,2.251461988
387,0,0
386,0,0
349,0,0
1413,2,2
1627,0,0
362,0,0
363,0,0
1649,0,0
389,131,1.977099237
1903,0,0
1928,66,1.045454545
374,69,1.536231884
1728,421,2.03087886
1685,214,2.14953271
499,0,0
1774,55,5.018181818
497,98,2.06122449
444,1545,3.681553398
458,1417,1.709244884
459,512,3.39453125
427,1,3
1646,199,3.075376884
847,461,2.52494577
1497,653,2.010719755
1495,390,2.18974359
77,126,1.738095238
62,369,1.487804878
60,151,3.443708609
1496,421,2.128266033
100,1721,3.028471819
1980,802,2.99127182
1655,278,2.618705036
1657,480,2.58125
536,631,3.220285261
535,1928,2.497925311
1662,1011,2.194856578
99,607,2.276771005
89,1032,2.046511628
1421,535,2.557009346
1570,340,2.608823529
1568,0,0
86,2166,2.302400739
84,480,2.197916667
1569,597,1.86599665
82,1003,2.433698903
1420,1167,2.70437018
88,584,2.868150685
75,685,2.762043796
1660,487,2.858316222
525,533,2.711069418
98,2149,2.162401117
1501,101,3.673267327
42,270,2.366666667
1659,469,3.383795309
1661,1072,2.106343284
1348,0,0
1658,268,2.481343284
1656,385,2.451948052
479,315,1.961904762
1615,404,2.324257426
474,557,2.332136445
472,815,1.468711656
475,374,1.352941176
1614,186,1.887096774
1613,337,2.786350148
473,593,1.777403035
469,684,1.815789474
1652,464,2.370689655
468,1516,2.216358839
1609,998,2.453907816
480,1059,2.573182247
1687,599,2.051752922
457,1503,1.97338656
483,967,2.641158221
492,30,1.666666667
455,298,2.010067114
1562,806,1.549627792
456,421,1.653206651
1612,196,1.704081633
1611,388,2.378865979
478,228,1.478070175
476,539,2.359925788
1616,431,2.122969838
453,267,2.06741573
471,264,3.136363636
1606,204,1.857843137
451,1103,2.500453309
1608,207,1.826086957
452,578,1.612456747
1607,272,1.654411765
438,0,0
437,406,1.399014778
440,334,1.595808383
1519,379,3.408970976
477,395,1.936708861
1617,575,1.956521739
1618,666,1.773273273
1620,737,1.62550882
1619,66,1.454545455
403,94,1.319148936
439,0,0
1959,0,0
1957,264,1.189393939
512,1396,2.240687679
505,800,2.645
85,0,0
83,396,2.388888889
1499,1078,1.662337662
78,850,2.354117647
1500,29,1.448275862
41,371,2.366576819
34,40,3.9
335,0,0
336,120,2.341666667
271,196,2.428571429
311,62,3.35483871
339,520,3.061538462
312,126,2.134920635
338,141,2.553191489
314,221,2.524886878
310,110,2.845454545
1505,59,2.847457627
1520,1496,1.927807487
484,1312,1.594512195
1565,0,0
1965,420,1.9
355,527,2.814041746
315,202,2.371287129
341,2,4
342,389,1.861182519
1964,995,2.47839196
343,350,2.445714286
1726,10,2.7
1985,0,0
1984,1,1
326,761,1.462549277
1640,39,2.128205128
1954,11,1.636363636
375,181,1.613259669
1961,80,4.8
1962,245,3.085714286
356,467,4.190578158
360,239,4.246861925
1626,22,5.727272727
1557,503,5.429423459
376,233,1.321888412
359,137,3.729927007
1929,0,0
358,596,3.404362416
1625,232,5.00862069
67,168,2.666666667
1571,219,2.757990868
1498,262,2.557251908
81,396,2.924242424
1778,336,2.354166667
266,894,2.562639821
296,1067,2.635426429
1994,365,3.520547945
252,3,2.666666667
254,532,1.883458647
251,449,2.371937639
1632,659,2.8892261
1671,1880,2.569680851
1992,40,2.4
253,705,1.887943262
1732,419,3.281622912
1669,0,0
1526,146,4.465753425
1993,0,0
1438,56,2.196428571
1889,1,1
1713,334,2.604790419
407,0,0
408,529,2.219281664
409,388,1.164948454
1926,0,0
1927,0,0
1921,0,0
1924,43,2.23255814
1923,43,2.23255814
406,0,0
1922,0,0
1925,0,0
1948,0,0
1950,196,1.56122449
1891,72,1.847222222
1540,85,2.270588235
1919,0,0
1920,28,1.857142857
381,0,0
1917,18,2.055555556
1918,2,1.5
1916,0,0
1915,0,0
1914,0,0
1911,0,0
1937,2,1.5
1940,0,0
1936,67,1.791044776
1934,0,0
1942,0,0
1939,0,0
1935,0,0
378,0,0
1894,0,0
1892,0,0
1893,59,1.203389831
410,21,1.952380952
1890,36,1.388888889
1912,0,0
1909,0,0
1908,56,1.839285714
379,0,0
1910,0,0
1907,0,0
1905,0,0
1906,0,0
1913,2,4
849,0,0
1951,43,2.11627907
1638,17,2.294117647
1635,11,2.545454545
1953,8,2.375
1642,62,2.225806452
372,96,1.895833333
1955,3,5
1639,0,0
380,0,0
1944,0,0
1941,0,0
1933,0,0
1945,0,0
1931,0,0
1930,0,0
373,35,3.085714286
1932,4,1.25
1636,0,0
1904,0,0
1541,226,2.327433628
383,0,0
1897,0,0
382,0,0
1896,0,0
1902,96,2.114583333
1895,0,0
1899,0,0
1901,0,0
1637,0,0
1900,0,0
1878,393,2.368956743
1564,1031,1.990300679
441,883,1.890147225
1521,934,2.08137045
454,1342,1.678092399
405,165,2.072727273
1947,0,0
1946,0,0
1943,46,1.52173913
1952,0,0
1982,0,0
1981,218,1.917431193
1983,174,1.913793103
1641,0,0
1938,0,0
1958,233,2.17167382
1960,459,2.02832244
1949,135,1.555555556
1956,0,0
1610,280,2.510714286
1650,386,2.24611399
1538,646,1.732198142
345,100,1.9
1971,370,1.743243243
1986,118,2.296610169
853,83,2.843373494
1709,12,2.916666667
1708,22,2.090909091
857,52,3.365384615
1706,592,4.263513514
1113,83,3.34939759
1707,20,3.55
2,94,4.585106383
1416,709,5.667136812
1799,109,4.091743119
1705,49,4.489795918
929,605,5.294214876
1045,338,2.390532544
3,895,3.283798883
1046,539,3.254174397
924,52,2.846153846
1422,302,4.109271523
854,1098,4.005464481
851,895,3.306145251
1861,3,4
1704,15,3.666666667
103,158,5.139240506
1866,686,2.976676385
1869,2,2.5
1056,65,2.415384615
926,912,2.561403509
1868,1,2
1065,1256,2.784235669
1867,12,2.916666667
1415,0,0
1863,32,2.59375
1862,0,0
1864,0,0
1865,19,2.473684211
1068,137,2.299270073
2156,11,2.363636364
1105,149,2.32885906
2078,14,2.428571429
2014,50,2.8
2011,87,3.712643678
2013,10,2.4
1360,15,2.733333333
943,40,4.65
1427,21,3.047619048
2381,0,0
2090,757,2.468956407
2094,54,1.314814815
2101,782,1.966751918
2326,0,0
2317,0,0
2308,0,0
2327,0,0
2318,0,0
2309,0,0
2299,0,0
2290,0,0
2281,0,0
2300,0,0
2282,0,0
2291,0,0
2328,0,0
2329,0,0
2319,0,0
2310,0,0
2320,0,0
2311,0,0
2330,0,0
2321,0,0
2312,0,0
2301,0,0
2242,0,0
2279,0,0
2270,0,0
2280,0,0
2271,0,0
2261,0,0
2262,0,0
2252,0,0
2243,0,0
2253,0,0
2244,0,0
2383,0,0
2035,67,3.985074627
2302,0,0
2292,0,0
2283,0,0
2293,0,0
2284,0,0
2303,0,0
2294,0,0
2285,0,0
2272,0,0
2263,0,0
2254,0,0
2273,0,0
2264,0,0
2255,0,0
2245,0,0
2236,0,0
2246,0,0
2237,0,0
2274,0,0
2265,0,0
2275,0,0
2266,0,0
2256,0,0
2257,0,0
2276,0,0
2267,0,0
2258,0,0
2247,0,0
2238,0,0
2248,0,0
2239,0,0
2249,0,0
2240,0,0
2331,0,0
2322,0,0
2313,0,0
2332,0,0
2323,0,0
2314,0,0
2304,0,0
2286,0,0
2295,0,0
2305,0,0
2296,0,0
2287,0,0
2324,0,0
2315,0,0
2325,0,0
2316,0,0
2306,0,0
2307,0,0
2297,0,0
2288,0,0
2298,0,0
2289,0,0
2277,0,0
2268,0,0
2259,0,0
2278,0,0
2269,0,0
2260,0,0
2241,0,0
2250,0,0
2251,0,0
1849,2,1.5
145,1671,2.748055057
1408,719,2.730180807
108,1792,3.275669643
1842,278,4.039568345
181,573,2.116928447
1587,0,0
152,780,2.35
118,81,2.148148148
117,557,3.073608618
1054,178,2.775280899
7,2223,2.151147099
1800,596,3.040268456
1069,278,2.856115108
1870,46,3.913043478
930,4,5
1851,0,0
1406,2,4.5
570,0,0
1407,0,0
949,0,0
1007,3,1
1008,216,3.407407407
1852,165,3.139393939
948,60,1.95
1854,436,3.009174312
1481,118,2.923728814
2170,10,2.4
958,92,2.576086957
1343,109,2.660550459
2163,34,2.058823529
1761,0,0
1743,17,2.705882353
2209,4,2.25
